date,price
2015-07-27,292.82
2015-07-28,293.93
2015-07-29,293.92
2015-07-30,290.2
2015-07-31,288.45
2015-08-01,284.31
2015-08-02,280.95
2015-08-03,282.26
2015-08-04,281.12
2015-08-05,285.0
2015-08-06,281.0
2015-08-07,277.08
2015-08-08,279.32
2015-08-09,262.22
2015-08-10,265.05
2015-08-11,264.47
2015-08-12,270.98
2015-08-13,267.53
2015-08-14,264.48
2015-08-15,265.93
2015-08-16,261.43
2015-08-17,256.11
2015-08-18,256.66
2015-08-19,222.11
2015-08-20,226.25
2015-08-21,235.31
2015-08-22,233.49
2015-08-23,231.0
2015-08-24,228.14
2015-08-25,210.96
2015-08-26,222.13
2015-08-27,225.04
2015-08-28,225.11
2015-08-29,231.52
2015-08-30,229.63
2015-08-31,228.39
2015-09-01,230.25
2015-09-02,227.97
2015-09-03,229.26
2015-09-04,227.24
2015-09-05,230.73
2015-09-06,235.74
2015-09-07,240.2
2015-09-08,240.47
2015-09-09,244.21
2015-09-10,238.3
2015-09-11,238.81
2015-09-12,239.94
2015-09-13,234.73
2015-09-14,230.0
2015-09-15,229.71
2015-09-16,229.54
2015-09-17,228.33
2015-09-18,232.17
2015-09-19,232.52
2015-09-20,230.25
2015-09-21,230.16
2015-09-22,226.27
2015-09-23,230.42
2015-09-24,229.42
2015-09-25,234.0
2015-09-26,235.22
2015-09-27,233.99
2015-09-28,232.41
2015-09-29,239.14
2015-09-30,236.94
2015-10-01,236.17
2015-10-02,238.03
2015-10-03,237.77
2015-10-04,239.09
2015-10-05,238.4
2015-10-06,240.6
2015-10-07,246.8
2015-10-08,243.01
2015-10-09,243.01
2015-10-10,244.49
2015-10-11,245.72
2015-10-12,248.04
2015-10-13,245.5
2015-10-14,249.98
2015-10-15,252.47
2015-10-16,254.5
2015-10-17,262.26
2015-10-18,270.04
2015-10-19,261.04
2015-10-20,263.59
2015-10-21,270.75
2015-10-22,267.97
2015-10-23,274.35
2015-10-24,278.62
2015-10-25,282.71
2015-10-26,282.8
2015-10-27,286.69
2015-10-28,295.35
2015-10-29,304.79
2015-10-30,314.81
2015-10-31,328.17
2015-11-01,310.18
2015-11-02,325.79
2015-11-03,361.54
2015-11-04,404.5
2015-11-05,408.0
2015-11-06,386.04
2015-11-07,373.69
2015-11-08,387.02
2015-11-09,371.08
2015-11-10,380.62
2015-11-11,336.29
2015-11-12,308.98
2015-11-13,340.81
2015-11-14,336.99
2015-11-15,332.06
2015-11-16,318.97
2015-11-17,330.72
2015-11-18,336.01
2015-11-19,333.66
2015-11-20,325.9
2015-11-21,322.12
2015-11-22,326.31
2015-11-23,323.78
2015-11-24,323.48
2015-11-25,319.64
2015-11-26,328.9
2015-11-27,356.33
2015-11-28,358.0
2015-11-29,356.4
2015-11-30,371.0
2015-12-01,377.27
2015-12-02,362.58
2015-12-03,359.08
2015-12-04,361.47
2015-12-05,363.78
2015-12-06,386.95
2015-12-07,387.3
2015-12-08,394.87
2015-12-09,413.6
2015-12-10,416.49
2015-12-11,415.15
2015-12-12,450.87
2015-12-13,436.2
2015-12-14,433.39
2015-12-15,443.78
2015-12-16,463.98
2015-12-17,455.47
2015-12-18,456.58
2015-12-19,463.0
2015-12-20,461.75
2015-12-21,442.54
2015-12-22,438.35
2015-12-23,435.28
2015-12-24,442.54
2015-12-25,456.0
2015-12-26,455.5
2015-12-27,417.11
2015-12-28,422.42
2015-12-29,420.97
2015-12-30,433.23
2015-12-31,428.23
2016-01-01,430.89
2016-01-02,434.75
2016-01-03,432.76
2016-01-04,430.78
2016-01-05,434.17
2016-01-06,432.43
2016-01-07,429.26
2016-01-08,458.66
2016-01-09,452.64
2016-01-10,448.47
2016-01-11,448.43
2016-01-12,447.98
2016-01-13,437.0
2016-01-14,432.63
2016-01-15,429.55
2016-01-16,363.75
2016-01-17,387.87
2016-01-18,380.16
2016-01-19,385.49
2016-01-20,377.41
2016-01-21,420.35
2016-01-22,409.62
2016-01-23,381.5
2016-01-24,385.09
2016-01-25,403.19
2016-01-26,390.92
2016-01-27,391.66
2016-01-28,394.36
2016-01-29,379.82
2016-01-30,378.18
2016-01-31,376.6
2016-02-01,367.86
2016-02-02,371.99
2016-02-03,373.05
2016-02-04,368.46
2016-02-05,388.0
2016-02-06,384.07
2016-02-07,375.29
2016-02-08,375.0
2016-02-09,371.55
2016-02-10,373.46
2016-02-11,379.14
2016-02-12,378.02
2016-02-13,382.62
2016-02-14,389.88
2016-02-15,405.08
2016-02-16,399.21
2016-02-17,407.0
2016-02-18,414.87
2016-02-19,420.53
2016-02-20,419.98
2016-02-21,435.19
2016-02-22,438.0
2016-02-23,436.76
2016-02-24,419.25
2016-02-25,423.79
2016-02-26,423.46
2016-02-27,430.0
2016-02-28,431.59
2016-02-29,431.89
2016-03-01,436.75
2016-03-02,433.66
2016-03-03,422.5
2016-03-04,420.06
2016-03-05,408.4
2016-03-06,399.17
2016-03-07,405.69
2016-03-08,412.37
2016-03-09,412.15
2016-03-10,412.84
2016-03-11,416.0
2016-03-12,420.11
2016-03-13,409.9
2016-03-14,412.85
2016-03-15,414.99
2016-03-16,415.7
2016-03-17,416.64
2016-03-18,418.49
2016-03-19,407.96
2016-03-20,409.11
2016-03-21,411.81
2016-03-22,411.95
2016-03-23,416.39
2016-03-24,417.96
2016-03-25,415.17
2016-03-26,415.98
2016-03-27,416.96
2016-03-28,425.0
2016-03-29,422.86
2016-03-30,415.83
2016-03-31,413.74
2016-04-01,414.83
2016-04-02,416.31
2016-04-03,419.13
2016-04-04,418.51
2016-04-05,419.71
2016-04-06,421.66
2016-04-07,421.6
2016-04-08,419.95
2016-04-09,417.86
2016-04-10,418.58
2016-04-11,420.75
2016-04-12,422.63
2016-04-13,425.69
2016-04-14,423.87
2016-04-15,424.38
2016-04-16,429.45
2016-04-17,430.58
2016-04-18,427.31
2016-04-19,427.42
2016-04-20,435.95
2016-04-21,441.82
2016-04-22,451.0
2016-04-23,447.7
2016-04-24,451.92
2016-04-25,460.03
2016-04-26,462.5
2016-04-27,467.55
2016-04-28,445.29
2016-04-29,449.98
2016-04-30,455.97
2016-05-01,448.84
2016-05-02,453.0
2016-05-03,443.84
2016-05-04,450.61
2016-05-05,446.84
2016-05-06,449.37
2016-05-07,458.98
2016-05-08,459.02
2016-05-09,458.31
2016-05-10,460.66
2016-05-11,450.78
2016-05-12,452.84
2016-05-13,454.26
2016-05-14,455.82
2016-05-15,456.31
2016-05-16,457.34
2016-05-17,454.0
2016-05-18,453.08
2016-05-19,452.99
2016-05-20,436.05
2016-05-21,442.52
2016-05-22,443.21
2016-05-23,438.47
2016-05-24,442.99
2016-05-25,444.1
2016-05-26,448.7
2016-05-27,452.05
2016-05-28,469.98
2016-05-29,526.64
2016-05-30,511.3
2016-05-31,526.42
2016-06-01,531.97
2016-06-02,538.37
2016-06-03,538.0
2016-06-04,567.88
2016-06-05,573.85
2016-06-06,573.91
2016-06-07,583.72
2016-06-08,578.07
2016-06-09,583.1
2016-06-10,574.32
2016-06-11,577.95
2016-06-12,608.01
2016-06-13,665.85
2016-06-14,704.5
2016-06-15,685.19
2016-06-16,693.88
2016-06-17,765.0
2016-06-18,746.63
2016-06-19,751.96
2016-06-20,759.35
2016-06-21,724.04
2016-06-22,664.46
2016-06-23,592.81
2016-06-24,622.08
2016-06-25,665.0
2016-06-26,660.44
2016-06-27,630.19
2016-06-28,651.85
2016-06-29,645.15
2016-06-30,635.99
2016-07-01,667.95
2016-07-02,675.63
2016-07-03,701.41
2016-07-04,656.97
2016-07-05,681.98
2016-07-06,668.0
2016-07-07,673.76
2016-07-08,638.5
2016-07-09,663.0
2016-07-10,647.41
2016-07-11,648.35
2016-07-12,649.33
2016-07-13,664.5
2016-07-14,652.87
2016-07-15,659.12
2016-07-16,663.19
2016-07-17,661.32
2016-07-18,679.58
2016-07-19,673.46
2016-07-20,674.95
2016-07-21,667.5
2016-07-22,664.0
2016-07-23,649.75
2016-07-24,655.53
2016-07-25,661.48
2016-07-26,654.98
2016-07-27,651.16
2016-07-28,655.37
2016-07-29,655.54
2016-07-30,654.88
2016-07-31,654.68
2016-08-01,623.91
2016-08-02,605.56
2016-08-03,530.74
2016-08-04,564.01
2016-08-05,577.44
2016-08-06,572.72
2016-08-07,589.5
2016-08-08,592.56
2016-08-09,591.69
2016-08-10,584.98
2016-08-11,591.5
2016-08-12,586.01
2016-08-13,585.91
2016-08-14,583.34
2016-08-15,567.34
2016-08-16,565.69
2016-08-17,574.94
2016-08-18,570.92
2016-08-19,570.3
2016-08-20,572.84
2016-08-21,577.52
2016-08-22,577.24
2016-08-23,583.3
2016-08-24,581.98
2016-08-25,578.75
2016-08-26,575.75
2016-08-27,577.77
2016-08-28,567.2
2016-08-29,573.2
2016-08-30,571.5
2016-08-31,575.97
2016-09-01,570.76
2016-09-02,571.0
2016-09-03,572.0
2016-09-04,595.01
2016-09-05,603.95
2016-09-06,604.99
2016-09-07,608.16
2016-09-08,615.33
2016-09-09,625.06
2016-09-10,622.0
2016-09-11,621.65
2016-09-12,604.02
2016-09-13,608.01
2016-09-14,608.82
2016-09-15,608.99
2016-09-16,606.72
2016-09-17,607.04
2016-09-18,604.09
2016-09-19,607.31
2016-09-20,608.66
2016-09-21,605.5
2016-09-22,595.46
2016-09-23,594.08
2016-09-24,600.7
2016-09-25,599.33
2016-09-26,598.98
2016-09-27,606.79
2016-09-28,604.26
2016-09-29,603.85
2016-09-30,604.13
2016-10-01,608.38
2016-10-02,612.98
2016-10-03,608.6
2016-10-04,612.98
2016-10-05,607.18
2016-10-06,608.0
2016-10-07,609.41
2016-10-08,614.74
2016-10-09,614.46
2016-10-10,613.06
2016-10-11,614.77
2016-10-12,638.3
2016-10-13,635.16
2016-10-14,634.02
2016-10-15,638.2
2016-10-16,636.86
2016-10-17,638.97
2016-10-18,635.54
2016-10-19,635.95
2016-10-20,627.72
2016-10-21,628.89
2016-10-22,629.0
2016-10-23,653.25
2016-10-24,649.69
2016-10-25,643.93
2016-10-26,651.45
2016-10-27,674.63
2016-10-28,685.0
2016-10-29,685.91
2016-10-30,712.0
2016-10-31,697.23
2016-11-01,697.01
2016-11-02,726.6
2016-11-03,741.12
2016-11-04,683.69
2016-11-05,702.71
2016-11-06,703.48
2016-11-07,709.96
2016-11-08,703.23
2016-11-09,708.15
2016-11-10,721.5
2016-11-11,714.48
2016-11-12,716.2
2016-11-13,702.28
2016-11-14,700.38
2016-11-15,705.03
2016-11-16,711.73
2016-11-17,739.42
2016-11-18,736.84
2016-11-19,748.98
2016-11-20,750.71
2016-11-21,727.09
2016-11-22,736.97
2016-11-23,749.26
2016-11-24,740.17
2016-11-25,735.64
2016-11-26,737.07
2016-11-27,729.91
2016-11-28,727.31
2016-11-29,729.45
2016-11-30,730.02
2016-12-01,742.05
2016-12-02,750.81
2016-12-03,769.99
2016-12-04,762.97
2016-12-05,762.0
2016-12-06,750.59
2016-12-07,758.99
2016-12-08,766.48
2016-12-09,767.28
2016-12-10,769.08
2016-12-11,772.28
2016-12-12,768.19
2016-12-13,777.99
2016-12-14,778.49
2016-12-15,777.09
2016-12-16,775.88
2016-12-17,781.32
2016-12-18,787.28
2016-12-19,788.67
2016-12-20,791.03
2016-12-21,801.51
2016-12-22,834.97
2016-12-23,860.18
2016-12-24,913.93
2016-12-25,892.6
2016-12-26,890.99
2016-12-27,896.82
2016-12-28,930.34
2016-12-29,975.89
2016-12-30,970.35
2016-12-31,958.12
2017-01-01,964.84
2017-01-02,997.36
2017-01-03,1013.42
2017-01-04,1037.83
2017-01-05,1109.16
2017-01-06,999.65
2017-01-07,891.95
2017-01-08,906.16
2017-01-09,910.49
2017-01-10,896.92
2017-01-11,903.66
2017-01-12,780.92
2017-01-13,805.52
2017-01-14,825.0
2017-01-15,819.55
2017-01-16,822.01
2017-01-17,830.56
2017-01-18,906.6
2017-01-19,885.44
2017-01-20,903.1
2017-01-21,895.64
2017-01-22,921.99
2017-01-23,922.33
2017-01-24,919.97
2017-01-25,883.59
2017-01-26,893.14
2017-01-27,915.05
2017-01-28,918.01
2017-01-29,918.62
2017-01-30,912.19
2017-01-31,920.0
2017-02-01,964.1
2017-02-02,983.42
2017-02-03,1008.67
2017-02-04,1015.65
2017-02-05,1034.07
2017-02-06,1011.08
2017-02-07,1023.96
2017-02-08,1052.84
2017-02-09,1050.7
2017-02-10,985.34
2017-02-11,997.59
2017-02-12,1012.46
2017-02-13,1000.74
2017-02-14,1001.2
2017-02-15,1007.08
2017-02-16,1011.25
2017-02-17,1035.2
2017-02-18,1054.55
2017-02-19,1056.0
2017-02-20,1050.87
2017-02-21,1084.06
2017-02-22,1125.0
2017-02-23,1130.01
2017-02-24,1187.41
2017-02-25,1180.14
2017-02-26,1150.37
2017-02-27,1180.46
2017-02-28,1194.17
2017-03-01,1190.89
2017-03-02,1224.98
2017-03-03,1257.6
2017-03-04,1287.0
2017-03-05,1262.2
2017-03-06,1271.04
2017-03-07,1279.5
2017-03-08,1233.88
2017-03-09,1155.11
2017-03-10,1192.09
2017-03-11,1104.94
2017-03-12,1176.59
2017-03-13,1227.68
2017-03-14,1240.72
2017-03-15,1246.72
2017-03-16,1257.0
2017-03-17,1170.2
2017-03-18,1068.3
2017-03-19,967.69
2017-03-20,1010.99
2017-03-21,1031.5
2017-03-22,1113.0
2017-03-23,1030.2
2017-03-24,1029.99
2017-03-25,927.93
2017-03-26,961.81
2017-03-27,959.47
2017-03-28,1041.04
2017-03-29,1042.77
2017-03-30,1039.77
2017-03-31,1034.74
2017-04-01,1073.09
2017-04-02,1082.81
2017-04-03,1079.99
2017-04-04,1146.98
2017-04-05,1141.23
2017-04-06,1133.53
2017-04-07,1193.73
2017-04-08,1190.22
2017-04-09,1184.03
2017-04-10,1206.18
2017-04-11,1209.99
2017-04-12,1219.09
2017-04-13,1212.17
2017-04-14,1174.43
2017-04-15,1170.36
2017-04-16,1190.5
2017-04-17,1161.1
2017-04-18,1176.97
2017-04-19,1201.2
2017-04-20,1205.0
2017-04-21,1236.63
2017-04-22,1243.61
2017-04-23,1233.24
2017-04-24,1240.84
2017-04-25,1253.57
2017-04-26,1272.67
2017-04-27,1288.02
2017-04-28,1330.33
2017-04-29,1330.7
2017-04-30,1333.0
2017-05-01,1354.8
2017-05-02,1390.86
2017-05-03,1447.55
2017-05-04,1501.0
2017-05-05,1537.23
2017-05-06,1518.75
2017-05-07,1554.04
2017-05-08,1558.74
2017-05-09,1651.1
2017-05-10,1720.26
2017-05-11,1774.52
2017-05-12,1829.0
2017-05-13,1692.88
2017-05-14,1770.8
2017-05-15,1780.0
2017-05-16,1717.91
2017-05-17,1708.99
2017-05-18,1783.98
2017-05-19,1879.99
2017-05-20,1957.38
2017-05-21,2008.84
2017-05-22,2017.55
2017-05-23,2099.98
2017-05-24,2256.32
2017-05-25,2421.49
2017-05-26,2277.01
2017-05-27,2279.82
2017-05-28,2047.76
2017-05-29,2177.38
2017-05-30,2290.02
2017-05-31,2204.89
2017-06-01,2298.01
2017-06-02,2409.93
2017-06-03,2488.98
2017-06-04,2541.29
2017-06-05,2529.53
2017-06-06,2699.12
2017-06-07,2872.3
2017-06-08,2683.03
2017-06-09,2809.01
2017-06-10,2825.14
2017-06-11,2898.63
2017-06-12,2954.96
2017-06-13,2656.97
2017-06-14,2706.0
2017-06-15,2445.0
2017-06-16,2424.8
2017-06-17,2477.94
2017-06-18,2629.76
2017-06-19,2522.0
2017-06-20,2600.0
2017-06-21,2740.0
2017-06-22,2658.69
2017-06-23,2713.48
2017-06-24,2685.05
2017-06-25,2557.0
2017-06-26,2502.03
2017-06-27,2430.0
2017-06-28,2558.11
2017-06-29,2558.3
2017-06-30,2541.69
2017-07-01,2476.63
2017-07-02,2421.26
2017-07-03,2512.71
2017-07-04,2549.93
2017-07-05,2598.89
2017-07-06,2600.0
2017-07-07,2599.67
2017-07-08,2502.86
2017-07-09,2555.14
2017-07-10,2509.58
2017-07-11,2327.09
2017-07-12,2310.93
2017-07-13,2388.0
2017-07-14,2338.49
2017-07-15,2216.1
2017-07-16,1972.29
2017-07-17,1910.96
2017-07-18,2220.07
2017-07-19,2300.01
2017-07-20,2265.21
2017-07-21,2840.0
2017-07-22,2672.95
2017-07-23,2825.51
2017-07-24,2748.36
2017-07-25,2759.58
2017-07-26,2564.3
2017-07-27,2516.93
2017-07-28,2656.53
2017-07-29,2784.8
2017-07-30,2704.53
2017-07-31,2738.92
2017-08-01,2862.9
2017-08-02,2731.34
2017-08-03,2699.39
2017-08-04,2790.0
2017-08-05,2856.52
2017-08-06,3250.77
2017-08-07,3210.2
2017-08-08,3380.5
2017-08-09,3408.75
2017-08-10,3340.28
2017-08-11,3413.41
2017-08-12,3650.0
2017-08-13,3868.52
2017-08-14,4073.76
2017-08-15,4315.66
2017-08-16,4179.97
